photo_key,decision,new_folder,new_name
43_12_10,exclude,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_10
43_12_2,exclude,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_2
43_12_3,exclude,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_3
43_12_4,exclude,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_4
43_12_5,adopt,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_5
43_12_6,adopt,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_6
43_12_7,adopt,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_7
43_12_8,exclude,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_8
43_12_9,exclude,Kumamoto\Kumamoto_Ishinuki_Anakannon,Kumamoto_Ishinuki_Anakannon_9
43_153_1,exclude,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_1
43_153_10,adopt,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_10
43_153_11,exclude,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_11
43_153_12,exclude,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_12
43_153_2,exclude,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_2
43_153_3,exclude,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_3
43_153_4,exclude,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_4
43_153_5,adopt,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_5
43_153_6,adopt,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_6
43_153_7,adopt,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_7
43_153_8,adopt,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_8
43_153_9,adopt,Kumamoto\Kumamoto_Idera,Kumamoto_Idera_9
43_171_1,exclude,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_1
43_171_10,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_10
43_171_11,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_11
43_171_12,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_12
43_171_13,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_13
43_171_14,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_14
43_171_15,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_15
43_171_2,exclude,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_2
43_171_3,exclude,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_3
43_171_5,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_5
43_171_6,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_6
43_171_7,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_7
43_171_8,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_8
43_171_9,adopt,Kumamoto\Kumamoto_Odara,Kumamoto_Odara_9
43_173_5,exclude,Kumamoto\Kumamoto_Hiroura,Kumamoto_Hiroura_5
43_189_5,adopt,Kumamoto\Kumamoto_Tanokawachi_No1,Kumamoto_Tanokawachi_No1_5
43_189_6,adopt,Kumamoto\Kumamoto_Tanokawachi_No1,Kumamoto_Tanokawachi_No1_6
43_21_1,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_1
43_21_10,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_10
43_21_11,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_11
43_21_12,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_12
43_21_13,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_13
43_21_14,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_14
43_21_15,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_15
43_21_16,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_16
43_21_17,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_17
43_21_18,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_18
43_21_19,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_19
43_21_2,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_2
43_21_20,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_20
43_21_21,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_21
43_21_3,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_3
43_21_4,exclude,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_4
43_21_5,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_5
43_21_6,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_6
43_21_7,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_7
43_21_8,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_8
43_21_9,adopt,Kumamoto\Kumamoto_Ishinuki_Nagino,Kumamoto_Ishinuki_Nagino_9
43_32_4,exclude,Kumamoto\Kumamoto_Usuzuka,Kumamoto_Usuzuka_4
43_32_5,adopt,Kumamoto\Kumamoto_Usuzuka,Kumamoto_Usuzuka_5
43_33_1,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_1
43_33_10,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_10
43_33_11,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_11
43_33_12,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_12
43_33_13,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_13
43_33_2,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_2
43_33_3,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_3
43_33_4,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_4
43_33_5,adopt,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_5
43_33_6,adopt,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_6
43_33_7,adopt,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_7
43_33_8,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_8
43_33_9,exclude,Kumamoto\Kumamoto_Chibusan,Kumamoto_Chibusan_9
43_34_4,exclude,Kumamoto\Kumamoto_Umazuka,Kumamoto_Umazuka_4
43_34_5,adopt,Kumamoto\Kumamoto_Umazuka,Kumamoto_Umazuka_5
43_34_6,adopt,Kumamoto\Kumamoto_Umazuka,Kumamoto_Umazuka_6
43_35_1,exclude,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_1
43_35_10,exclude,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_10
43_35_11,exclude,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_11
43_35_12,exclude,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_12
43_35_2,exclude,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_2
43_35_3,exclude,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_3
43_35_4,exclude,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_4
43_35_5,adopt,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_5
43_35_6,adopt,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_6
43_35_7,adopt,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_7
43_35_8,adopt,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_8
43_35_9,adopt,Kumamoto\Kumamoto_Benkeigaana,Kumamoto_Benkeigaana_9
43_45_10,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_10
43_45_11,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_11
43_45_12,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_12
43_45_13,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_13
43_45_14,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_14
43_45_15,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_15
43_45_16,exclude,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_16
43_45_17,exclude,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_17
43_45_2,exclude,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_2
43_45_3,exclude,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_3
43_45_4,exclude,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_4
43_45_5,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_5
43_45_6,exclude,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_6
43_45_7,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_7
43_45_8,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_8
43_45_9,adopt,Kumamoto\Kumamoto_Nagaiwa,Kumamoto_Nagaiwa_9
43_54_1,exclude,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_1
43_54_10,exclude,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_10
43_54_2,exclude,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_2
43_54_3,exclude,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_3
43_54_4,exclude,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_4
43_54_5,adopt,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_5
43_54_6,adopt,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_6
43_54_7,adopt,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_7
43_54_8,adopt,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_8
43_54_9,exclude,Kumamoto\Kumamoto_Nabeta,Kumamoto_Nabeta_9
43_62_4,exclude,Kumamoto\Kumamoto_Tsukejiro,Kumamoto_Tsukejiro_4
43_62_5,adopt,Kumamoto\Kumamoto_Tsukejiro,Kumamoto_Tsukejiro_5
43_62_6,adopt,Kumamoto\Kumamoto_Tsukejiro,Kumamoto_Tsukejiro_6
43_62_7,adopt,Kumamoto\Kumamoto_Tsukejiro,Kumamoto_Tsukejiro_7
43_67_2,exclude,Kumamoto\Kumamoto_Iwabaru,Kumamoto_Iwabaru_2
43_67_4,exclude,Kumamoto\Kumamoto_Iwabaru,Kumamoto_Iwabaru_4
43_67_5,adopt,Kumamoto\Kumamoto_Iwabaru,Kumamoto_Iwabaru_5
43_78_5,adopt,Kumamoto\Kumamoto_Goryozuka,Kumamoto_Goryozuka_5
43_78_6,adopt,Kumamoto\Kumamoto_Goryozuka,Kumamoto_Goryozuka_6
43_80_1,exclude,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_1
43_80_10,adopt,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_10
43_80_11,exclude,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_11
43_80_2,exclude,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_2
43_80_3,exclude,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_3
43_80_4,exclude,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_4
43_80_5,adopt,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_5
43_80_6,adopt,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_6
43_80_7,adopt,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_7
43_80_8,adopt,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_8
43_80_9,adopt,Kumamoto\Kumamoto_Kamao,Kumamoto_Kamao_9
43_83_1,exclude,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_1
43_83_10,exclude,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_10
43_83_11,adopt,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_11
43_83_12,exclude,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_12
43_83_2,exclude,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_2
43_83_3,exclude,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_3
43_83_4,exclude,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_4
43_83_5,adopt,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_5
43_83_6,adopt,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_6
43_83_7,adopt,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_7
43_83_8,adopt,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_8
43_83_9,adopt,Kumamoto\Kumamoto_Segonkou_No1,Kumamoto_Segonkou_No1_9
43_84_2,exclude,Kumamoto\Kumamoto_Nakagori,Kumamoto_Nakagori_2
43_84_3,exclude,Kumamoto\Kumamoto_Nakagori,Kumamoto_Nakagori_3
43_84_5,adopt,Kumamoto\Kumamoto_Nakagori,Kumamoto_Nakagori_5
43_85_2,exclude,Kumamoto\Kumamoto_Imajo_Otsuka,Kumamoto_Imajo_Otsuka_2
43_85_3,exclude,Kumamoto\Kumamoto_Imajo_Otsuka,Kumamoto_Imajo_Otsuka_3
43_85_5,adopt,Kumamoto\Kumamoto_Imajo_Otsuka,Kumamoto_Imajo_Otsuka_5
43_85_6,adopt,Kumamoto\Kumamoto_Imajo_Otsuka,Kumamoto_Imajo_Otsuka_6
43_85_7,adopt,Kumamoto\Kumamoto_Imajo_Otsuka,Kumamoto_Imajo_Otsuka_7
43_88_1,exclude,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_1
43_88_10,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_10
43_88_11,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_11
43_88_12,exclude,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_12
43_88_13,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_13
43_88_14,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_14
43_88_15,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_15
43_88_16,exclude,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_16
43_88_17,exclude,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_17
43_88_18,exclude,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_18
43_88_2,exclude,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_2
43_88_3,exclude,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_3
43_88_5,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_5
43_88_6,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_6
43_88_7,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_7
43_88_8,exclude,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_8
43_88_9,adopt,Kumamoto\Kumamoto_Omura,Kumamoto_Omura_9
43_95_1,exclude,Kumamoto\Kumamoto_Kyogamine_No1,Kumamoto_Kyogamine_No1_1
43_95_2,exclude,Kumamoto\Kumamoto_Kyogamine_No1,Kumamoto_Kyogamine_No1_2
43_95_3,exclude,Kumamoto\Kumamoto_Kyogamine_No1,Kumamoto_Kyogamine_No1_3
43_95_5,adopt,Kumamoto\Kumamoto_Kyogamine_No1,Kumamoto_Kyogamine_No1_5
43_95_6,adopt,Kumamoto\Kumamoto_Kyogamine_No1,Kumamoto_Kyogamine_No1_6
43_95_7,adopt,Kumamoto\Kumamoto_Kyogamine_No1,Kumamoto_Kyogamine_No1_7
43_95_8,adopt,Kumamoto\Kumamoto_Kyogamine_No1,Kumamoto_Kyogamine_No1_8
43_95_9,adopt,Kumamoto\Kumamoto_Kyogamine_No1,Kumamoto_Kyogamine_No1_9
43_98_1,exclude,Kumamoto\Kumamoto_Eta_Anakannon,Kumamoto_Eta_Anakannon_1
43_98_2,exclude,Kumamoto\Kumamoto_Eta_Anakannon,Kumamoto_Eta_Anakannon_2
43_98_3,exclude,Kumamoto\Kumamoto_Eta_Anakannon,Kumamoto_Eta_Anakannon_3
43_98_4,exclude,Kumamoto\Kumamoto_Eta_Anakannon,Kumamoto_Eta_Anakannon_4
43_98_5,adopt,Kumamoto\Kumamoto_Eta_Anakannon,Kumamoto_Eta_Anakannon_5
43_98_6,exclude,Kumamoto\Kumamoto_Eta_Anakannon,Kumamoto_Eta_Anakannon_6
43_9_1,exclude,Kumamoto\Kumamoto_Daibo,Kumamoto_Daibo_1
43_9_2,exclude,Kumamoto\Kumamoto_Daibo,Kumamoto_Daibo_2
43_9_3,exclude,Kumamoto\Kumamoto_Daibo,Kumamoto_Daibo_3
43_9_4,exclude,Kumamoto\Kumamoto_Daibo,Kumamoto_Daibo_4
43_9_5,adopt,Kumamoto\Kumamoto_Daibo,Kumamoto_Daibo_5
43_9_6,adopt,Kumamoto\Kumamoto_Daibo,Kumamoto_Daibo_6
43_9_7,adopt,Kumamoto\Kumamoto_Daibo,Kumamoto_Daibo_7
44_10_1,exclude,Oita\Oita_Ananse,Oita_Ananse_1
44_10_10,exclude,Oita\Oita_Ananse,Oita_Ananse_10
44_10_2,exclude,Oita\Oita_Ananse,Oita_Ananse_2
44_10_3,exclude,Oita\Oita_Ananse,Oita_Ananse_3
44_10_5,adopt,Oita\Oita_Ananse,Oita_Ananse_5
44_10_6,adopt,Oita\Oita_Ananse,Oita_Ananse_6
44_10_7,adopt,Oita\Oita_Ananse,Oita_Ananse_7
44_10_8,exclude,Oita\Oita_Ananse,Oita_Ananse_8
44_10_9,exclude,Oita\Oita_Ananse,Oita_Ananse_9
44_11_10,exclude,Oita\Oita_Onigajo,Oita_Onigajo_10
44_11_2,exclude,Oita\Oita_Onigajo,Oita_Onigajo_2
44_11_3,exclude,Oita\Oita_Onigajo,Oita_Onigajo_3
44_11_5,adopt,Oita\Oita_Onigajo,Oita_Onigajo_5
44_11_6,adopt,Oita\Oita_Onigajo,Oita_Onigajo_6
44_11_7,adopt,Oita\Oita_Onigajo,Oita_Onigajo_7
44_11_8,adopt,Oita\Oita_Onigajo,Oita_Onigajo_8
44_11_9,exclude,Oita\Oita_Onigajo,Oita_Onigajo_9
44_12_5,adopt,Oita\Oita_Oninoiwaya_No1,Oita_Oninoiwaya_No1_5
44_12_6,adopt,Oita\Oita_Oninoiwaya_No1,Oita_Oninoiwaya_No1_6
44_12_7,adopt,Oita\Oita_Oninoiwaya_No1,Oita_Oninoiwaya_No1_7
44_13_1,exclude,Oita\Oita_Oninoiwaya_No2,Oita_Oninoiwaya_No2_1
44_13_2,exclude,Oita\Oita_Oninoiwaya_No2,Oita_Oninoiwaya_No2_2
44_13_3,exclude,Oita\Oita_Oninoiwaya_No2,Oita_Oninoiwaya_No2_3
44_13_5,adopt,Oita\Oita_Oninoiwaya_No2,Oita_Oninoiwaya_No2_5
44_13_6,adopt,Oita\Oita_Oninoiwaya_No2,Oita_Oninoiwaya_No2_6
44_14_1,exclude,Oita\Oita_Chiyomaru,Oita_Chiyomaru_1
44_14_10,adopt,Oita\Oita_Chiyomaru,Oita_Chiyomaru_10
44_14_11,exclude,Oita\Oita_Chiyomaru,Oita_Chiyomaru_11
44_14_12,adopt,Oita\Oita_Chiyomaru,Oita_Chiyomaru_12
44_14_13,adopt,Oita\Oita_Chiyomaru,Oita_Chiyomaru_13
44_14_14,exclude,Oita\Oita_Chiyomaru,Oita_Chiyomaru_14
44_14_2,exclude,Oita\Oita_Chiyomaru,Oita_Chiyomaru_2
44_14_3,exclude,Oita\Oita_Chiyomaru,Oita_Chiyomaru_3
44_14_5,adopt,Oita\Oita_Chiyomaru,Oita_Chiyomaru_5
44_14_6,adopt,Oita\Oita_Chiyomaru,Oita_Chiyomaru_6
44_14_7,adopt,Oita\Oita_Chiyomaru,Oita_Chiyomaru_7
44_14_8,adopt,Oita\Oita_Chiyomaru,Oita_Chiyomaru_8
44_14_9,adopt,Oita\Oita_Chiyomaru,Oita_Chiyomaru_9
44_15_1,exclude,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_1
44_15_10,adopt,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_10
44_15_11,exclude,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_11
44_15_2,exclude,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_2
44_15_3,exclude,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_3
44_15_5,adopt,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_5
44_15_6,adopt,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_6
44_15_7,adopt,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_7
44_15_8,adopt,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_8
44_15_9,adopt,Oita\Oita_Imi_Onizuka,Oita_Imi_Onizuka_9
44_16_1,exclude,Oita\Oita_Yokkaichi,Oita_Yokkaichi_1
44_16_10,adopt,Oita\Oita_Yokkaichi,Oita_Yokkaichi_10
44_16_11,exclude,Oita\Oita_Yokkaichi,Oita_Yokkaichi_11
44_16_12,exclude,Oita\Oita_Yokkaichi,Oita_Yokkaichi_12
44_16_13,exclude,Oita\Oita_Yokkaichi,Oita_Yokkaichi_13
44_16_2,exclude,Oita\Oita_Yokkaichi,Oita_Yokkaichi_2
44_16_3,exclude,Oita\Oita_Yokkaichi,Oita_Yokkaichi_3
44_16_4,exclude,Oita\Oita_Yokkaichi,Oita_Yokkaichi_4
44_16_5,adopt,Oita\Oita_Yokkaichi,Oita_Yokkaichi_5
44_16_6,adopt,Oita\Oita_Yokkaichi,Oita_Yokkaichi_6
44_16_7,adopt,Oita\Oita_Yokkaichi,Oita_Yokkaichi_7
44_16_8,adopt,Oita\Oita_Yokkaichi,Oita_Yokkaichi_8
44_16_9,adopt,Oita\Oita_Yokkaichi,Oita_Yokkaichi_9
44_17_2,exclude,Oita\Oita_Kifunebirashita_nourayama,Oita_Kifunebirashita_nourayama_2
44_17_5,adopt,Oita\Oita_Kifunebirashita_nourayama,Oita_Kifunebirashita_nourayama_5
44_17_6,adopt,Oita\Oita_Kifunebirashita_nourayama,Oita_Kifunebirashita_nourayama_6
44_17_7,adopt,Oita\Oita_Kifunebirashita_nourayama,Oita_Kifunebirashita_nourayama_7
44_17_8,adopt,Oita\Oita_Kifunebirashita_nourayama,Oita_Kifunebirashita_nourayama_8
44_17_9,exclude,Oita\Oita_Kifunebirashita_nourayama,Oita_Kifunebirashita_nourayama_9
44_1_1,exclude,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_1
44_1_10,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_10
44_1_11,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_11
44_1_12,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_12
44_1_13,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_13
44_1_2,exclude,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_2
44_1_3,exclude,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_3
44_1_5,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_5
44_1_6,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_6
44_1_7,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_7
44_1_8,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_8
44_1_9,adopt,Oita\Oita_Hita_Anakannon,Oita_Hita_Anakannon_9
44_2_10,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_10
44_2_11,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_11
44_2_12,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_12
44_2_13,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_13
44_2_14,exclude,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_14
44_2_2,exclude,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_2
44_2_3,exclude,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_3
44_2_5,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_5
44_2_6,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_6
44_2_7,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_7
44_2_8,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_8
44_2_9,adopt,Oita\Oita_Hoonji_No3,Oita_Hoonji_No3_9
44_3_1,exclude,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_1
44_3_10,adopt,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_10
44_3_2,exclude,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_2
44_3_3,exclude,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_3
44_3_5,adopt,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_5
44_3_6,adopt,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_6
44_3_7,adopt,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_7
44_3_8,adopt,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_8
44_3_9,adopt,Oita\Oita_Garandoya_No1,Oita_Garandoya_No1_9
44_4_1,exclude,Oita\Oita_Garandoya_No2,Oita_Garandoya_No2_1
44_4_2,exclude,Oita\Oita_Garandoya_No2,Oita_Garandoya_No2_2
44_4_3,exclude,Oita\Oita_Garandoya_No2,Oita_Garandoya_No2_3
44_4_5,adopt,Oita\Oita_Garandoya_No2,Oita_Garandoya_No2_5
44_4_6,adopt,Oita\Oita_Garandoya_No2,Oita_Garandoya_No2_6
44_5_1,exclude,Oita\Oita_Onizuka,Oita_Onizuka_1
44_5_10,adopt,Oita\Oita_Onizuka,Oita_Onizuka_10
44_5_11,adopt,Oita\Oita_Onizuka,Oita_Onizuka_11
44_5_12,adopt,Oita\Oita_Onizuka,Oita_Onizuka_12
44_5_13,adopt,Oita\Oita_Onizuka,Oita_Onizuka_13
44_5_14,adopt,Oita\Oita_Onizuka,Oita_Onizuka_14
44_5_2,exclude,Oita\Oita_Onizuka,Oita_Onizuka_2
44_5_3,exclude,Oita\Oita_Onizuka,Oita_Onizuka_3
44_5_5,adopt,Oita\Oita_Onizuka,Oita_Onizuka_5
